,u,v,distance(m),street type,speed(km/h)
42240,1288940402,2442297445,3,2,20
42241,1288940402,2442297405,128,0,10
42242,1288940402,4716795322,30,0,10
42243,202484595,202484608,483,2,20
42244,202484608,95569469,28,1,15
42245,202484608,202484595,483,1,15
42246,202484608,95562821,79,1,15
42247,777759693,711333782,6,1,15
42248,777759693,2383215095,75,0,10
42249,294628306,294627810,66,2,20
42250,294628306,2936341079,197,1,15
42251,31435756,60305380,270,1,15
42252,777759743,2991935465,6,1,15
42253,777759743,774546115,6,0,10
42254,777759743,777759530,13,1,15
42255,294628388,576879030,25,1,15
42256,589802537,844489668,30,1,15
42257,589802537,528650475,4,0,10
42258,589802537,844472458,34,1,15
42259,443264064,250933621,23,1,15
42260,443264065,443274291,35,2,20
42261,443264065,443264070,11,1,15
42262,443264066,250933640,89,2,20
42263,443264066,250933648,67,1,15
42264,443264067,443292081,54,2,20
42265,443264067,443264065,13,1,15
42266,443264069,250933585,86,2,20
42267,443264069,250933659,36,1,15
42268,443264069,250933621,77,1,15
42269,443264070,443274304,63,2,20
42270,443264070,250933594,10,1,15
42271,4069502043,576832872,18,2,20
42273,4069502043,417273424,14,1,15
42274,4069502043,1449266767,306,2,20
42275,443264092,1463547028,26,1,15
42276,575384675,575384241,8,2,20
42278,575384675,575384678,3,0,10
42280,575384678,575384675,3,1,15
42282,575384678,575384688,6,2,20
42284,575384688,575384678,6,2,20
42286,575384688,575384833,4,1,15
42288,312718907,446051197,31,2,20
42289,312718907,312718912,117,1,15
42290,294628572,294622374,316,2,20
42291,294628572,577459441,34,1,15
42292,312718912,364329376,37,2,20
42293,312718912,312718907,117,1,15
42294,312718913,137181013,48,1,15
42295,575384833,575384688,4,0,10
42297,575384833,575384836,4,2,20
42299,312718915,312718921,50,2,20
42300,312718915,312718923,34,1,15
42301,575384836,575384833,4,0,10
42303,575384836,575384839,23,1,15
42305,575384839,575384836,23,1,15
42307,575384839,575385064,22,2,20
42309,575384839,6226313846,44,1,15
42310,315714849,332797303,59,1,15
42311,315714849,250480662,46,0,10
42312,315714849,332797046,45,1,15
42313,294628634,577459441,33,0,10
42314,294628634,294622375,317,1,15
42315,312718921,312718915,50,0,10
42316,3882855727,506160213,48,2,20
42319,3882855727,844493544,7,0,10
42320,294628654,577459022,12,1,15
42321,294628654,294622373,316,2,20
42322,3882855730,6200183405,97,1,15
42324,3882855730,6200183410,32,2,20
42326,3882855731,301542645,14,1,15
42327,3882855731,92138359,138,1,15
42328,844475714,560992947,5,2,20
42329,844475714,844475924,4,0,10
42330,844475714,589763546,14,0,10
42331,844475791,844475923,19,2,20
42332,844475791,844469992,9,1,15
42333,844475791,589814363,9,0,10
42334,4893683090,1375613544,10,0,10
42335,580890024,650285170,81,1,15
42336,580890024,2347234662,7,1,15
42337,580890024,1449431267,9,2,20
42338,580890038,580890042,67,1,15
42339,580890038,6167359495,168,1,15
42340,580890042,589451560,74,1,15
42341,580890042,3419354751,50,1,15
42342,575385064,575384839,22,1,15
42344,575385064,575385066,5,1,15
42346,575385066,575385064,5,1,15
42348,575385066,575385069,5,2,20
42350,575385069,575385066,5,0,10
42352,575385069,575385079,8,2,20
42354,575385079,575385069,8,2,20
42356,575385079,575385210,3,0,10
42358,844475923,844475924,7,1,15
42359,844475923,844475791,19,0,10
42360,844475923,1728565033,293,0,10
42361,844475923,3743608248,15,2,20
42362,844475924,844475923,7,1,15
42363,844475924,844475714,4,0,10
42364,844475924,844490200,180,1,15
42365,294628918,60092157,620,1,15
42366,294628918,577462683,655,1,15
42367,294628918,294621152,308,0,10
42368,6167440951,4326586219,6,1,15
42369,6167440951,6167440954,3,1,15
42370,6167440951,6167440950,4,0,10
42371,6167440950,6167440951,4,1,15
42372,6167440950,6167440955,2,1,15
42373,6167440950,2247274906,105,0,10
42374,6167440952,2190478922,6,1,15
42375,6167440952,6167440953,5,2,20
42376,6167440952,6167440954,2,2,20
42377,6167440954,6167440952,2,1,15
42378,6167440954,6167440951,3,1,15
42379,6167440954,2247272473,16,2,20
42380,6167440953,6167440952,5,1,15
42381,6167440953,6167440965,100,1,15
42382,6167440953,6167191167,6,1,15
42383,6167440953,6167191168,47,1,15
42384,6167440955,6167440950,2,0,10
42385,6167440955,6167440949,3,1,15
42386,6167440955,2247271590,15,0,10
42387,6167440957,6167440958,9,1,15
42388,6167440957,6167489479,154,2,20
42389,6167440957,2247271583,4,2,20
42390,6167440958,6167440957,9,2,20
42391,6167440958,6167247327,54,1,15
42392,6167440958,6167489480,154,1,15
42393,6167440960,6167440961,3,0,10
42395,6167440960,612015103,29,1,15
42396,6167440960,3132504446,18,2,20
42397,6167440962,612015104,5,0,10
42399,6167440962,6167440961,8,1,15
42401,6167440965,6167440953,100,1,15
42402,6167440965,6167440966,7,1,15
42403,6167440965,6167440968,8,1,15
42404,6167440966,3132499903,31,1,15
42405,6167440966,6167440967,7,0,10
42406,6167440966,6167440965,7,1,15
42407,6167440967,6167440966,7,1,15
42408,6167440967,6167440973,8,2,20
42409,6167440967,6167440982,97,2,20
42410,6167440968,2190478934,7,1,15
42411,6167440968,6167440969,6,2,20
42412,6167440968,6167440965,8,1,15
42413,6167440969,4326586214,7,2,20
42414,6167440969,6167440970,4,2,20
42415,6167440969,6167440968,6,1,15
42416,6167440970,6167440971,5,0,10
42417,6167440970,6167440969,4,0,10
42418,6167440970,6167191165,100,2,20
42419,6167440971,6167440972,5,1,15
42420,6167440971,6167440970,5,0,10
42421,6167440971,6167191164,100,1,15
42422,6167440972,6167440971,5,2,20
42423,6167440972,6167440978,7,2,20
42424,6167440972,6167441069,49,1,15
42425,6167440973,3394726642,97,0,10
42426,6167440973,6167440974,6,2,20
42427,6167440973,6167440967,8,2,20
42428,6167440973,6167440984,33,1,15
42429,6167440974,6167413269,97,2,20
42430,6167440974,6167440975,4,1,15
42431,6167440974,6167440973,6,2,20
42432,6167440975,4326586213,6,2,20
42433,6167440975,6167440976,5,0,10
42434,6167440975,6167440974,4,0,10
42435,6167440976,2190478930,6,1,15
42436,6167440976,6167440977,5,1,15
42437,6167440976,6167440975,5,1,15
42438,6167440977,6167440976,5,0,10
42439,6167440977,6167440978,6,0,10
42440,6167440977,6167441067,50,0,10
42441,6167440978,2190478930,5,1,15
42442,6167440978,6167440977,6,1,15
42443,6167440978,6167440972,7,1,15
42444,6167440982,3394726642,7,1,15
42445,6167440982,6167440985,10,1,15
